gene	spp	sumOfgenes
EOG8SFCPJ	7	7
EOG8SFCPK	27	27
EOG8SFCPM	5	8
EOG8SFCPN	5	5
EOG8SFCPP	4	4
EOG8SFCPQ	9	9
EOG8SFCPR	7	7
EOG8SFCPS	3	3
EOG8SFCPT	4	4
EOG8SFCPV	3	3
EOG8SFCPW	3	3
EOG8SFCPX	6	6
EOG8SFCPZ	41	42
EOG8SFCQ0	6	6
EOG8SFCQ1	4	4
EOG8SFCQ2	9	9
EOG8SFCQ3	3	3
EOG8SFCQ4	3	3
EOG8SFCQ5	6	8
EOG8SFCQ6	3	4
EOG8SFCQ7	3	5
EOG8SFCQ8	22	22
EOG8SFCQB	3	4
EOG8SFCQG	2	2
EOG8SFCQH	4	4
EOG8SFCQJ	4	9
EOG8SFCQK	2	2
EOG8SFCQM	2	2
EOG8SFCQN	3	3
EOG8SFCQP	2	2
EOG8SFCQQ	2	2
EOG8SFCQR	2	2
EOG8SFCQS	8	14
EOG8SFCQT	2	2
EOG8SFCQV	2	2
EOG8SFCQX	3	3
EOG8SFCQZ	4	6
EOG8SFCR0	2	2
EOG8SFCR2	2	2
EOG8SFCR3	2	2
EOG8SFCR4	3	3
EOG8SFCR5	1	3
EOG8SFCR7	3	3
EOG8SFCR8	2	2
EOG8SFCRB	3	5
EOG8SFCRD	5	8
EOG8SFCRF	2	2
EOG8SFCRG	2	2
EOG8SFCRK	2	2
EOG8SFCRN	2	2
EOG8SFCRP	3	3
EOG8SFCRR	2	2
EOG8SFCRS	2	2
EOG8SFCRT	4	4
EOG8SFCRV	2	2
EOG8SFCRW	2	2
EOG8SFCRX	2	3
EOG8SFCRZ	2	2
EOG8SJ7TK	75	91
EOG8SJ7TM	76	272
EOG8SJ7TN	37	44
EOG8SJ7TP	17	31
EOG8SJ7TQ	74	93
EOG8SJ7TR	74	100
EOG8SJ7TS	58	63
EOG8SJ7TT	4	4
EOG8SJ7TV	70	122
EOG8SJ7TW	75	102
EOG8SJ7TX	72	84
EOG8SJ7TZ	8	8
EOG8SJ7V0	8	13
EOG8SJ7V1	6	8
EOG8SJ7V2	48	75
EOG8SJ7V3	61	64
EOG8SJ7V4	9	18
EOG8SJ7V5	14	15
EOG8SJ7V6	70	73
EOG8SJ7V7	15	33
EOG8SJ7V8	72	118
EOG8SJ7V9	5	9
EOG8SJ7VB	67	76
EOG8SJ7VC	71	82
EOG8SJ7VD	8	8
EOG8SJ7VF	75	145
EOG8SJ7VG	3	3
EOG8SJ7VH	57	63
EOG8SJ7VJ	32	65
EOG8SJ7VK	2	2
EOG8SJ7VM	7	7
EOG8SJ7VN	76	98
EOG8SJ7VP	7	10
EOG8SJ7VQ	66	69
EOG8SJ7VR	2	2
EOG8SJ7VS	4	4
EOG8SJ7VV	16	16
EOG8SJ7VW	2	2
EOG8SJ7VX	4	4
EOG8SJ7VZ	4	4
EOG8SJ7W0	3	3
EOG8SJ7W2	75	78
EOG8SJ7W3	4	5
EOG8SJ7W4	3	3
EOG8SJ7W5	35	40
EOG8SJ7W6	68	84
EOG8SJ7W7	73	77
EOG8SJ7W8	14	49
EOG8SJ7W9	2	2
EOG8SJ7WB	70	71
EOG8SJ7WC	3	4
EOG8SJ7WF	72	160
EOG8SJ7WG	60	81
EOG8SJ7WH	3	3
EOG8SJ7WJ	4	4
EOG8SJ7WN	5	5
EOG8SJ7WP	4	4
EOG8SJ7WQ	2	2
EOG8SJ7WR	5	5
EOG8SJ7WS	69	83
EOG8SJ7WT	18	19
EOG8SJ7WV	4	4
EOG8SJ7WW	65	79
EOG8SJ7WZ	5	5
EOG8SJ7X0	5	5
EOG8SJ7X1	70	82
EOG8SJ7X2	5	5
EOG8SJ7X3	19	21
EOG8SJ7X4	2	3
EOG8SJ7X5	12	12
EOG8SJ7X6	2	3
EOG8SJ7X7	20	20
EOG8SJ7X8	13	14
EOG8SJ7X9	4	4
EOG8SJ7XB	73	107
EOG8SJ7XC	12	28
EOG8SJ7XD	2	2
EOG8SJ7XF	2	2
EOG8SJ7XG	33	39
EOG8SJ7XH	3	3
EOG8SJ7XJ	3	3
EOG8SJ7XK	1	2
EOG8SJ7XM	17	17
EOG8SJ7XN	5	5
EOG8SJ7XP	6	6
EOG8SJ7XQ	6	7
EOG8SJ7XR	7	9
EOG8SJ7XS	4	4
EOG8SJ7XT	2	2
EOG8SJ7XW	6	6
EOG8SJ7XX	6	6
EOG8SJ7XZ	7	7
EOG8SJ7Z1	16	33
EOG8SJ7Z4	3	3
EOG8SJ7Z5	4	4
EOG8SJ7Z6	3	3
EOG8SJ7Z8	8	12
EOG8SJ7Z9	3	5
EOG8SJ7ZB	2	4
EOG8SJ7ZC	3	3
EOG8SJ7ZD	2	2
EOG8SJ7ZF	2	2
EOG8SJ7ZG	2	3
EOG8SJ7ZJ	2	2
EOG8SJ7ZK	3	3
EOG8SJ7ZM	2	2
EOG8SJ7ZN	2	2
EOG8SJ7ZP	4	5
EOG8SJ7ZQ	2	2
EOG8SJ7ZS	2	2
EOG8SJ7ZT	2	2
EOG8SJ7ZV	1	2
EOG8SJ7ZX	7	7
EOG8SJ7ZZ	2	2
EOG8SJ800	3	3
EOG8SJ801	2	2
EOG8SJ802	2	2
EOG8SJ803	3	5
EOG8SJ807	2	2
EOG8SJ809	3	4
EOG8SJ80B	7	7
EOG8SJ80D	2	2
EOG8SJ80F	2	2
EOG8SJ80G	2	2
EOG8SJ80H	5	5
EOG8SJ80K	2	2
EOG8SJ80M	2	2
EOG8SJ80N	2	2
EOG8SJ80T	4	6
EOG8SJ80W	2	2
EOG8SJ80X	2	2
EOG8SN42H	25	27
EOG8SN42J	8	9
EOG8SN42K	4	4
EOG8SN42M	4	4
EOG8SN42N	64	68
EOG8SN42P	10	10
EOG8SN42Q	7	7
EOG8SN42R	14	19
EOG8SN42S	23	36
EOG8SN42T	76	218
EOG8SN42V	6	6
EOG8SN42W	7	7
EOG8SN42X	76	204
EOG8SN42Z	76	95
EOG8SN430	2	2
EOG8SN431	6	7
EOG8SN432	71	95
EOG8SN433	72	102
EOG8SN434	74	81
EOG8SN435	72	76
EOG8SN437	25	26
EOG8SN438	46	65
EOG8SN439	75	83
EOG8SN43B	3	3
EOG8SN43C	5	6
EOG8SN43D	16	17
EOG8SN43F	14	16
EOG8SN43G	29	29
EOG8SN43H	2	2
EOG8SN43J	5	16
EOG8SN43K	71	89
EOG8SN43M	6	8
EOG8SN43N	28	29
EOG8SN43P	13	15
EOG8SN43Q	62	67
EOG8SN43R	40	59
EOG8SN43S	5	5
EOG8SN43V	69	70
EOG8SN43W	3	3
EOG8SN43X	21	21
EOG8SN43Z	71	81
EOG8SN440	8	10
EOG8SN441	6	6
EOG8SN442	5	5
EOG8SN443	5	6
EOG8SN444	4	4
EOG8SN446	2	2
EOG8SN447	5	5
EOG8SN448	6	8
EOG8SN449	60	69
EOG8SN44B	9	29
EOG8SN44C	5	6
EOG8SN44D	5	6
EOG8SN44G	6	7
EOG8SN44H	72	78
EOG8SN44J	6	6
EOG8SN44K	69	72
EOG8SN44N	2	2
EOG8SN44P	11	11
EOG8SN44Q	14	14
EOG8SN44R	68	80
EOG8SN44V	3	3
EOG8SN44W	2	2
EOG8SN44X	10	10
EOG8SN44Z	4	4
EOG8SN450	4	4
EOG8SN451	2	2
EOG8SN452	3	3
EOG8SN453	19	46
EOG8SN454	11	12
EOG8SN455	33	37
EOG8SN457	4	4
EOG8SN458	19	54
EOG8SN459	43	46
EOG8SN45B	5	6
EOG8SN45C	4	4
EOG8SN45D	71	71
EOG8SN45G	47	307
EOG8SN45H	2	2
EOG8SN45J	19	19
EOG8SN45K	2	2
EOG8SN45M	48	53
EOG8SN45N	4	4
EOG8SN45P	6	6
EOG8SN45Q	6	9
EOG8SN45R	4	5
EOG8SN45S	43	45
EOG8SN45V	19	60
EOG8SN45W	3	5
EOG8SN45X	3	3
EOG8SN45Z	7	9
EOG8SN460	23	23
EOG8SN461	3	3
EOG8SN462	9	11
EOG8SN463	6	8
EOG8SN464	12	15
EOG8SN465	3	3
EOG8SN466	2	2
EOG8SN467	2	2
EOG8SN468	2	2
EOG8SN46B	3	3
EOG8SN46C	3	3
EOG8SN46F	2	2
EOG8SN46H	2	2
EOG8SN46K	2	2
EOG8SN46M	2	2
EOG8SN46N	2	2
EOG8SN46P	2	2
EOG8SN46Q	9	10
EOG8SN46R	2	2
EOG8SN46S	2	2
EOG8SN46T	2	4
EOG8SN46V	2	3
EOG8SN46W	2	2
EOG8SN46X	2	2
EOG8SN470	2	4
EOG8SN472	2	3
EOG8SN473	3	6
EOG8SN474	2	3
EOG8SN475	2	2
EOG8SN477	2	2
EOG8SN478	2	2
EOG8SN47B	2	2
EOG8SN47C	4	4
EOG8SN47D	2	2
EOG8SN47F	3	4
EOG8SN47G	6	8
EOG8SN47H	3	4
EOG8SN47J	2	3
EOG8SN47K	2	2
EOG8SN47M	4	4
EOG8SN47N	2	2
EOG8SN47P	2	2
EOG8SN47Q	1	3
EOG8SN47R	5	12
EOG8SN47S	2	2
EOG8SR09G	3	7
EOG8SR09H	75	96
EOG8SR09J	5	7
EOG8SR09K	74	101
EOG8SR09M	74	106
EOG8SR09N	4	4
EOG8SR09P	68	80
EOG8SR09Q	7	7
EOG8SR09R	2	3
EOG8SR09S	7	7
EOG8SR09T	4	5
EOG8SR09V	4	4
EOG8SR09W	75	146
EOG8SR09X	4	4
EOG8SR09Z	26	28
EOG8SR0B0	17	24
EOG8SR0B1	6	6
EOG8SR0B2	12	27
EOG8SR0B3	73	80
EOG8SR0B4	8	9
EOG8SR0B5	4	4
EOG8SR0B6	7	7
EOG8SR0B7	7	8
EOG8SR0B8	23	34
EOG8SR0B9	57	81
EOG8SR0BB	11	11
EOG8SR0BC	4	4
EOG8SR0BD	6	6
EOG8SR0BF	2	2
EOG8SR0BG	38	40
EOG8SR0BH	25	28
EOG8SR0BJ	58	64
EOG8SR0BK	71	101
EOG8SR0BM	75	99
EOG8SR0BN	62	65
EOG8SR0BP	7	7
EOG8SR0BQ	55	57
EOG8SR0BR	74	82
EOG8SR0BS	4	17
EOG8SR0BT	2	2
EOG8SR0BV	3	3
EOG8SR0BW	5	5
EOG8SR0BX	67	76
EOG8SR0BZ	6	7
EOG8SR0C0	15	60
EOG8SR0C1	76	158
EOG8SR0C3	51	65
EOG8SR0C4	76	174
EOG8SR0C5	6	6
EOG8SR0C6	7	7
EOG8SR0C7	7	8
EOG8SR0C8	28	28
EOG8SR0CB	34	40
EOG8SR0CD	6	8
EOG8SR0CF	6	6
EOG8SR0CG	11	11
EOG8SR0CH	7	7
EOG8SR0CJ	8	8
EOG8SR0CK	2	2
EOG8SR0CM	11	11
EOG8SR0CN	10	11
EOG8SR0CP	4	5
EOG8SR0CQ	3	3
EOG8SR0CR	2	2
EOG8SR0CS	7	7
EOG8SR0CT	7	11
EOG8SR0CV	4	7
EOG8SR0CW	7	8
EOG8SR0CX	3	3
EOG8SR0CZ	5	5
EOG8SR0D0	6	9
EOG8SR0D1	2	2
EOG8SR0D2	5	5
EOG8SR0D3	3	3
EOG8SR0D5	2	2
EOG8SR0D6	3	4
EOG8SR0D8	8	9
EOG8SR0DB	6	6
EOG8SR0DC	33	49
EOG8SR0DG	3	3
EOG8SR0DK	3	3
EOG8SR0DM	14	14
EOG8SR0DN	5	6
EOG8SR0DQ	3	3
EOG8SR0DR	20	83
EOG8SR0DS	9	15
EOG8SR0DT	4	5
EOG8SR0DV	5	5
EOG8SR0DX	18	50
EOG8SR0DZ	5	6
EOG8SR0F0	4	4
EOG8SR0F1	5	6
EOG8SR0F2	9	19
EOG8SR0F3	2	2
EOG8SR0F5	2	2
EOG8SR0F8	3	27
EOG8SR0F9	3	3
EOG8SR0FB	2	2
EOG8SR0FC	2	2
EOG8SR0FD	2	2
EOG8SR0FH	2	3
EOG8SR0FJ	3	3
EOG8SR0FK	2	2
EOG8SR0FN	3	3
EOG8SR0FR	2	2
EOG8SR0FW	2	2
EOG8SR0FX	2	2
EOG8SR0FZ	4	7
EOG8SR0G0	3	4
EOG8SR0G2	2	2
EOG8SR0G3	2	2
EOG8SR0G4	3	3
EOG8SR0G5	2	2
EOG8SR0G7	2	2
EOG8SR0G9	2	2
EOG8SR0GB	3	3
EOG8SR0GC	2	3
EOG8SR0GD	5	12
EOG8SR0GF	5	6
EOG8SR0GH	3	3
EOG8SR0GK	2	4
EOG8SR0GM	5	5
EOG8SR0GN	2	2
EOG8SR0GP	2	6
EOG8SR0GS	7	8
EOG8STVJC	75	148
EOG8STVJD	66	78
EOG8STVJF	75	84
EOG8STVJG	74	85
EOG8STVJH	6	12
EOG8STVJJ	72	91
EOG8STVJK	75	110
EOG8STVJM	5	6
EOG8STVJN	40	107
EOG8STVJP	5	7
EOG8STVJQ	5	13
EOG8STVJR	5	5
EOG8STVJS	73	84
EOG8STVJT	34	60
EOG8STVJV	68	73
EOG8STVJW	42	46
EOG8STVJX	3	3
EOG8STVJZ	6	6
EOG8STVK0	27	30
EOG8STVK1	14	43
EOG8STVK2	7	8
EOG8STVK3	73	77
EOG8STVK4	65	80
EOG8STVK5	3	3
EOG8STVK6	9	41
EOG8STVK7	3	4
EOG8STVK8	42	183
EOG8STVK9	67	75
EOG8STVKB	2	2
EOG8STVKC	5	6
EOG8STVKD	61	74
EOG8STVKF	5	5
EOG8STVKG	72	74
EOG8STVKH	2	3
EOG8STVKJ	12	14
EOG8STVKK	4	4
EOG8STVKM	75	83
EOG8STVKN	71	75
EOG8STVKP	6	7
EOG8STVKR	26	95
EOG8STVKS	63	64
EOG8STVKT	7	12
EOG8STVKV	2	2
EOG8STVKW	47	47
EOG8STVKX	6	6
EOG8STVKZ	5	6
EOG8STVM0	3	3
EOG8STVM1	75	79
EOG8STVM2	72	94
EOG8STVM3	68	73
EOG8STVM4	5	6
EOG8STVM5	70	74
EOG8STVM6	65	74
EOG8STVM7	3	3
EOG8STVM9	4	4
EOG8STVMC	75	111
EOG8STVMF	62	81
EOG8STVMG	3	3
EOG8STVMJ	7	9
EOG8STVMK	75	86
EOG8STVMM	3	4
EOG8STVMN	7	7
EOG8STVMP	3	3
EOG8STVMQ	4	5
EOG8STVMR	21	73
EOG8STVMS	8	9
EOG8STVMV	12	21
EOG8STVMW	3	3
EOG8STVMX	70	77
EOG8STVMZ	8	53
EOG8STVN1	4	4
EOG8STVN2	15	16
EOG8STVN3	2	2
EOG8STVN5	3	3
EOG8STVN7	11	11
EOG8STVN8	1	2
EOG8STVN9	76	358
EOG8STVNB	5	5
EOG8STVND	2	2
EOG8STVNF	25	25
EOG8STVNH	7	7
EOG8STVNJ	22	22
EOG8STVNM	5	5
EOG8STVNQ	2	2
EOG8STVNR	9	9
EOG8STVNS	3	3
EOG8STVNT	8	8
EOG8STVNV	4	4
EOG8STVNW	21	63
EOG8STVNX	5	7
EOG8STVNZ	3	3
EOG8STVP0	5	5
EOG8STVP1	4	4
EOG8STVP2	7	10
EOG8STVP3	8	12
EOG8STVP4	2	2
EOG8STVP6	3	6
EOG8STVP7	6	8
EOG8STVP8	3	3
EOG8STVP9	2	2
EOG8STVPB	2	2
EOG8STVPC	2	2
EOG8STVPD	2	2
EOG8STVPF	2	2
EOG8STVPG	3	3
EOG8STVPH	2	2
EOG8STVPJ	2	2
EOG8STVPK	4	5
EOG8STVPM	3	8
EOG8STVPN	3	4
EOG8STVPP	3	3
EOG8STVPQ	2	4
EOG8STVPS	4	4
EOG8STVPT	5	6
EOG8STVPV	4	5
EOG8STVPW	11	19
EOG8STVPZ	2	2
EOG8STVQ1	4	4
EOG8STVQ3	2	2
EOG8STVQ4	3	3
EOG8STVQ6	2	2
EOG8STVQ7	5	8
EOG8STVQ9	1	2
EOG8STVQB	2	2
EOG8STVQC	2	2
EOG8STVQD	4	5
EOG8STVQG	3	16
EOG8STVQK	2	2
EOG8STVQN	2	2
EOG8STVQP	1	2
EOG8SXQS8	5	5
EOG8SXQS9	75	171
EOG8SXQSB	20	21
EOG8SXQSC	74	101
EOG8SXQSD	72	87
EOG8SXQSF	73	91
EOG8SXQSG	7	13
EOG8SXQSJ	3	3
EOG8SXQSK	71	93
EOG8SXQSM	63	163
EOG8SXQSN	2	2
EOG8SXQSP	73	80
EOG8SXQSQ	38	46
EOG8SXQSR	75	96
EOG8SXQSS	59	62
EOG8SXQST	36	37
EOG8SXQSV	5	5
EOG8SXQSW	2	3
EOG8SXQSX	4	4
EOG8SXQSZ	3	3
EOG8SXQT0	11	16
EOG8SXQT1	73	78
EOG8SXQT2	71	86
EOG8SXQT3	11	13
EOG8SXQT4	2	2
EOG8SXQT5	71	101
EOG8SXQT6	5	5
EOG8SXQT7	66	76
EOG8SXQT8	2	2
EOG8SXQT9	2	2
EOG8SXQTB	4	4
EOG8SXQTC	74	86
EOG8SXQTD	23	29
EOG8SXQTF	66	89
EOG8SXQTG	27	94
EOG8SXQTH	7	7
EOG8SXQTJ	14	14
EOG8SXQTK	4	5
EOG8SXQTM	60	98
EOG8SXQTN	7	8
EOG8SXQTP	1	7
EOG8SXQTQ	73	81
EOG8SXQTS	71	75
EOG8SXQTT	10	11
EOG8SXQTV	74	94
EOG8SXQTW	64	68
EOG8SXQTX	4	4
EOG8SXQTZ	41	52
EOG8SXQV0	9	9
EOG8SXQV1	3	3
EOG8SXQV3	55	84
EOG8SXQV4	72	80
EOG8SXQV5	8	8
EOG8SXQV6	54	66
EOG8SXQV7	20	20
EOG8SXQV8	34	48
EOG8SXQV9	74	145
EOG8SXQVB	8	8
EOG8SXQVC	2	3
EOG8SXQVD	3	3
EOG8SXQVF	60	72
EOG8SXQVG	3	5
EOG8SXQVH	26	31
EOG8SXQVJ	10	11
EOG8SXQVK	6	6
EOG8SXQVM	68	74
EOG8SXQVN	5	5
EOG8SXQVP	67	251
EOG8SXQVQ	3	3
EOG8SXQVR	4	5
EOG8SXQVS	75	100
EOG8SXQVT	14	16
EOG8SXQVV	3	3
EOG8SXQVW	6	6
EOG8SXQVX	61	64
EOG8SXQVZ	5	5
EOG8SXQW1	2	2
EOG8SXQW4	3	3
EOG8SXQW5	7	8
EOG8SXQW6	7	9
EOG8SXQW7	9	9
EOG8SXQW8	3	3
EOG8SXQW9	5	7
EOG8SXQWB	7	15
EOG8SXQWC	75	227
EOG8SXQWD	26	26
EOG8SXQWF	7	7
EOG8SXQWG	5	6
EOG8SXQWH	4	4
EOG8SXQWJ	4	4
EOG8SXQWK	6	6
EOG8SXQWM	3	3
EOG8SXQWN	3	3
EOG8SXQWP	4	8
EOG8SXQWQ	46	47
EOG8SXQWR	5	5
EOG8SXQWV	4	4
EOG8SXQWW	3	3
EOG8SXQWX	3	3
EOG8SXQWZ	6	13
EOG8SXQX1	2	2
EOG8SXQX2	2	2
EOG8SXQX3	2	2
EOG8SXQX4	3	3
EOG8SXQX9	8	11
EOG8SXQXB	3	3
EOG8SXQXC	5	26
EOG8SXQXH	2	2
EOG8SXQXJ	2	2
EOG8SXQXK	2	2
EOG8SXQXN	2	2
EOG8SXQXP	3	7
EOG8SXQXS	1	2
EOG8SXQXT	4	10
EOG8SXQXV	3	3
EOG8SXQXW	6	7
EOG8SXQXX	2	2
EOG8SXQXZ	2	2
EOG8SXQZ1	3	3
EOG8SXQZ3	3	3
EOG8SXQZ4	2	2
EOG8SXQZ5	2	2
EOG8SXQZ6	2	2
EOG8SXQZ7	3	3
EOG8SXQZ8	2	2
EOG8SXQZ9	2	2
EOG8SXQZB	2	2
EOG8SXQZD	2	2
EOG8SXQZF	3	4
EOG8SXQZG	2	5
EOG8SXQZH	6	10
EOG8T1M18	46	140
EOG8T1M19	6	7
EOG8T1M1B	4	4
EOG8T1M1C	35	49
EOG8T1M1D	74	86
EOG8T1M1F	66	202
EOG8T1M1G	7	12
EOG8T1M1H	24	27
EOG8T1M1J	31	40
EOG8T1M1K	73	82
EOG8T1M1M	75	79
EOG8T1M1N	10	14
EOG8T1M1P	72	81
EOG8T1M1Q	56	97
EOG8T1M1R	75	145
EOG8T1M1S	3	3
EOG8T1M1T	6	6
EOG8T1M1V	6	6
EOG8T1M1W	11	12
EOG8T1M1X	66	71
EOG8T1M1Z	3	3
EOG8T1M20	7	17
EOG8T1M21	5	7
EOG8T1M22	70	71
EOG8T1M23	53	58
EOG8T1M24	60	65
EOG8T1M25	62	81
EOG8T1M26	6	7
EOG8T1M27	19	19
EOG8T1M28	3	6
EOG8T1M29	39	43
EOG8T1M2B	7	7
EOG8T1M2C	70	76
EOG8T1M2D	3	9
EOG8T1M2F	11	11
EOG8T1M2G	18	23
EOG8T1M2H	7	7
EOG8T1M2J	19	26
EOG8T1M2K	12	24
EOG8T1M2M	14	33
EOG8T1M2P	11	12
EOG8T1M2Q	3	5
EOG8T1M2R	72	82
EOG8T1M2S	72	79
EOG8T1M2T	3	3
EOG8T1M2V	73	136
EOG8T1M2W	10	11
EOG8T1M2X	59	71
EOG8T1M2Z	44	44
EOG8T1M30	12	13
EOG8T1M31	7	13
EOG8T1M32	61	146
EOG8T1M33	7	8
EOG8T1M34	73	90
EOG8T1M35	70	85
EOG8T1M36	3	12
EOG8T1M37	59	71
EOG8T1M38	44	44
EOG8T1M39	33	42
EOG8T1M3B	15	15
EOG8T1M3C	2	3
EOG8T1M3D	70	88
EOG8T1M3F	5	8
EOG8T1M3G	15	15
EOG8T1M3H	73	73
EOG8T1M3J	72	77
EOG8T1M3K	2	9
EOG8T1M3M	7	7
EOG8T1M3N	6	8
EOG8T1M3P	7	9
EOG8T1M3Q	8	8
EOG8T1M3R	70	79
EOG8T1M3S	2	2
EOG8T1M3T	9	9
EOG8T1M3V	64	66
EOG8T1M3W	3	3
EOG8T1M3X	4	4
EOG8T1M41	3	3
EOG8T1M42	19	20
EOG8T1M43	20	31
EOG8T1M45	3	3
EOG8T1M46	10	10
EOG8T1M47	10	12
EOG8T1M48	3	3
EOG8T1M49	73	80
EOG8T1M4B	62	64
EOG8T1M4C	62	65
EOG8T1M4D	4	7
EOG8T1M4F	3	3
EOG8T1M4G	4	4
EOG8T1M4H	16	18
EOG8T1M4J	7	7
EOG8T1M4K	18	27
EOG8T1M4M	6	15
EOG8T1M4N	3	3
EOG8T1M4P	6	12
EOG8T1M4Q	9	13
EOG8T1M4R	4	4
EOG8T1M4S	7	11
EOG8T1M4T	2	2
EOG8T1M4W	6	7
EOG8T1M4X	3	4
EOG8T1M4Z	2	3
EOG8T1M50	2	2
EOG8T1M52	3	4
EOG8T1M53	2	2
EOG8T1M54	2	2
EOG8T1M55	6	9
EOG8T1M56	2	2
EOG8T1M57	2	2
EOG8T1M59	4	12
EOG8T1M5B	3	3
EOG8T1M5C	2	2
EOG8T1M5D	2	2
EOG8T1M5H	3	3
EOG8T1M5J	1	6
EOG8T1M5K	2	2
EOG8T1M5M	3	3
EOG8T1M5Q	2	2
EOG8T1M5R	2	2
EOG8T1M5S	2	3
EOG8T1M5T	3	4
EOG8T1M5W	2	4
EOG8T1M5X	2	2
EOG8T1M5Z	2	2
EOG8T1M60	5	5
EOG8T1M61	3	3
EOG8T1M62	3	4
EOG8T1M64	3	3
EOG8T1M66	2	2
EOG8T1M68	2	2
EOG8T1M6B	2	2
EOG8T1M6C	3	3
EOG8T1M6D	2	2
EOG8T1M6H	3	3
EOG8T1M6J	2	2
EOG8T1M6K	2	2
EOG8T4G85	75	121
EOG8T4G86	68	78
EOG8T4G87	56	60
EOG8T4G88	64	83
EOG8T4G89	73	81
EOG8T4G8B	66	77
EOG8T4G8C	72	87
EOG8T4G8D	7	9
EOG8T4G8F	3	3
EOG8T4G8G	72	78
EOG8T4G8H	69	81
EOG8T4G8J	72	91
EOG8T4G8M	4	4
EOG8T4G8N	7	7
EOG8T4G8P	76	180
EOG8T4G8Q	75	82
EOG8T4G8R	9	23
EOG8T4G8S	75	100
EOG8T4G8T	4	4
EOG8T4G8V	71	110
EOG8T4G8W	7	9
EOG8T4G8X	4	4
EOG8T4G8Z	4	4
EOG8T4G90	10	10
EOG8T4G91	70	88
EOG8T4G92	3	3
EOG8T4G93	75	92
EOG8T4G94	2	3
EOG8T4G95	68	72
EOG8T4G96	73	91
EOG8T4G97	73	79
EOG8T4G98	38	43
EOG8T4G99	13	13
EOG8T4G9B	68	71
EOG8T4G9C	61	65
EOG8T4G9D	19	19
EOG8T4G9F	2	2
EOG8T4G9G	11	13
EOG8T4G9H	3	3
EOG8T4G9K	65	71
EOG8T4G9P	19	20
EOG8T4G9R	3	3
EOG8T4G9S	7	7
EOG8T4G9T	5	6
EOG8T4G9V	3	3
EOG8T4G9W	7	14
EOG8T4G9X	67	75
EOG8T4G9Z	23	37
EOG8T4GB0	11	11
EOG8T4GB1	3	3
EOG8T4GB2	2	2
EOG8T4GB3	23	25
EOG8T4GB4	5	6
EOG8T4GB5	32	42
EOG8T4GB6	5	5
EOG8T4GB7	72	84
EOG8T4GB8	5	12
EOG8T4GB9	4	4
EOG8T4GBB	5	5
EOG8T4GBC	31	36
EOG8T4GBD	74	80
EOG8T4GBF	2	2
EOG8T4GBG	3	3
EOG8T4GBH	5	6
EOG8T4GBJ	66	76
EOG8T4GBK	10	18
EOG8T4GBM	2	2
EOG8T4GBN	76	92
EOG8T4GBP	3	3
EOG8T4GBQ	3	4
EOG8T4GBR	3	3
EOG8T4GBS	9	9
EOG8T4GBT	9	9
EOG8T4GBV	6	6
EOG8T4GBW	11	11
EOG8T4GBX	5	5
EOG8T4GBZ	5	5
EOG8T4GC0	10	12
EOG8T4GC1	7	12
EOG8T4GC2	31	39
EOG8T4GC3	13	17
EOG8T4GC4	4	4
EOG8T4GC5	5	5
EOG8T4GC6	7	7
EOG8T4GC7	4	4
EOG8T4GC8	3	3
EOG8T4GC9	3	3
EOG8T4GCD	39	58
EOG8T4GCG	2	2
EOG8T4GCH	2	2
EOG8T4GCJ	5	5
EOG8T4GCN	2	2
EOG8T4GCP	6	7
EOG8T4GCQ	3	3
EOG8T4GCS	5	5
EOG8T4GCT	5	6
EOG8T4GCV	4	5
EOG8T4GCW	2	2
EOG8T4GCX	2	3
EOG8T4GD0	3	3
EOG8T4GD1	2	3
EOG8T4GD2	2	5
EOG8T4GD4	3	3
EOG8T4GD6	2	2
EOG8T4GD7	3	4
EOG8T4GD8	2	2
EOG8T4GD9	7	9
EOG8T4GDB	2	2
EOG8T4GDD	2	2
EOG8T4GDF	2	2
EOG8T4GDG	2	2
EOG8T4GDH	4	5
EOG8T4GDN	2	2
EOG8T4GDP	3	4
EOG8T4GDR	2	3
EOG8T4GDS	5	5
EOG8T4GDT	2	2
EOG8T4GDV	3	8
EOG8T4GDW	2	2
EOG8T4GDX	4	6
EOG8T4GDZ	2	2
EOG8T4GF0	2	3
EOG8T4GF1	3	3
EOG8T4GF3	2	2
EOG8T4GF4	3	3
EOG8T4GF6	2	2
EOG8T4GF7	2	5
EOG8T4GF8	2	3
EOG8T4GF9	2	3
EOG8T4GFC	2	2
EOG8T4GFF	2	2
EOG8T4GFG	3	5
EOG8T4GFH	2	2
EOG8T7BH3	71	92
EOG8T7BH4	67	84
EOG8T7BH5	5	6
EOG8T7BH6	33	43
EOG8T7BH7	61	63
EOG8T7BH8	9	10
EOG8T7BH9	12	12
EOG8T7BHB	10	44
EOG8T7BHC	75	88
EOG8T7BHD	23	23
EOG8T7BHF	75	120
EOG8T7BHG	33	45
EOG8T7BHH	72	82
EOG8T7BHK	4	4
EOG8T7BHM	14	14
EOG8T7BHN	50	103
EOG8T7BHP	34	37
EOG8T7BHQ	67	81
EOG8T7BHS	14	14
EOG8T7BHT	2	2
EOG8T7BHV	69	75
EOG8T7BHW	50	65
EOG8T7BHX	6	6
EOG8T7BHZ	60	82
EOG8T7BJ0	21	21
EOG8T7BJ1	60	73
EOG8T7BJ2	2	2
